,title,url,rating,no_ratings,desc,price
577,Private Departure Transfer: Hotel to Bali Airport,/AttractionProductReview-g294226-d17405491-Private_Departure_Transfer_Hotel_to_Bali_Airport-Bali.html,5,0,BaliCab Trans Hotel transfer to airport provide you a private vehicle and driver with english speaking driver.,626.83
578,Bali Private Car Charter With English Speaking Driver To Ubud Area,/AttractionProductReview-g469404-d16716963-Bali_Private_Car_Charter_With_English_Speaking_Driver_To_Ubud_Area-Seminyak_Kuta_D.html,5,0,Our company offer private car charter in Bali to Ubud area accompanied with English speaking driver. You can choose your own destination in Ubud area and we are pleased to take you there. The price is for the car,564.15
579,Uluwatu Sunset Half Day Tour - Free WiFi,/AttractionProductReview-g469404-d17684882-Uluwatu_Sunset_Half_Day_Tour_Free_WiFi-Seminyak_Kuta_District_Bali.html,5,0,"Experience a half day Uluwatu Temple and Kecak Fire sunset tour and tailored with amazing dinner at Jimbaran Bay, featured menu seafood or vegetarian options is available on half day tour. Ensure your comfortable",527.58
580,Nusa Penida One Day Tour All-inclusive,/AttractionProductReview-g12948593-d17646570-Nusa_Penida_One_Day_Tour_All_inclusive-Ped_Nusa_Penida_Bali.html,5,0,"Nusa Penida Day trip becomes one of the most favorite tour packages to enjoy Bali attractions. In this tour, you will visit some amazing Nusa Penida landmarks for several hours. Nusa Penida can only be reached by","3,395.32"
581,"Bali Water Temples Tour: Tanah Lot, Ulun Danu and Taman Ayun (with...",/AttractionProductReview-g608496-d12464168-Bali_Water_Temples_Tour_Tanah_Lot_Ulun_Danu_and_Taman_Ayun_with_Lunch-Tabanan_Bali.html,4.5,0,"Bali’s water temples are some of the island’s most photogenic—and most sacred. There’s no public transport option, so skip the self-drive strains and explore in style, with a private guide and vehicle direct from","2,261.28"
582,Nusa Lembongan Tour: The Most Famous Spots,/AttractionProductReview-g1380108-d15689842-Nusa_Lembongan_Tour_The_Most_Famous_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,Get ready to look like an All-star on social media as this private guided tour will take you to the most famous spots in Nusa Lembongan. All the beautiful photos that you see and dream about visiting will now become,"4,962.39"
583,Private Tour: Ubud and Tanah Lot Day Tour,/AttractionProductReview-g608496-d11475531-Private_Tour_Ubud_and_Tanah_Lot_Day_Tour-Tabanan_Bali.html,5,0,"The cultural hub of Ubud and the sacred temple of Tanah Lot are two of Bali’s most visited attractions. On this private tour, enjoy the undivided attention of a private guide and take your time exploring Ubud","1,828.25"
584,Bali Quad Bike ATV with Flying Fox,/AttractionProductReview-g469404-d15830545-Bali_Quad_Bike_ATV_with_Flying_Fox-Seminyak_Kuta_District_Bali.html,5,0,"Quad bike/ATV is really amazing adventure and very safe for everyone. this program combined Quad bike adventure with Flying fox adventure, so not only explored the beauty of nature by land also you can have a look","3,395.32"
585,Swim with Manta Rays in Nusa Lembongan From Bali,/AttractionProductReview-g469404-d17448788-Swim_with_Manta_Rays_in_Nusa_Lembongan_From_Bali-Seminyak_Kuta_District_Bali.html,4.5,0,"Share the crystal clear blue waters of Bali with manta rays and other exotic sea life on a full-day snorkel tour from Kuta. After transfer from your hotel, a speedboat takes your group to three unique snorkeling","5,171.33"
586,Ramayana Ballet at Prambanan Admission Ticket,/AttractionProductReview-g12872450-d14187906-Ramayana_Ballet_at_Prambanan_Admission_Ticket-Sleman_District_Yogyakarta_Region_.html,4.5,0,"Secure advance tickets to the Ramayana Ballet at Prambanan to see a vibrant Javanese interpretation of the Hindu epic; brought to life by hundreds of dancers, the ballet is performed with the remarkable backdrop of","1,201.42"
587,3-hour Small-Group Food Tasting Walking Tour of Denpasar,/AttractionProductReview-g469404-d12560424-3_hour_Small_Group_Food_Tasting_Walking_Tour_of_Denpasar-Seminyak_Kuta_District_Ba.html,5,0,"Discover the delights of Balinese cuisine on a small-group walking tour of Denpasar tailor-made for foodies. Explore the historic center of Denpasar, sample Indonesian coffee at a local café, savor sweet desserts,","1,736.84"
588,Bali Beach Hopping Tours,/AttractionProductReview-g469404-d15534780-Bali_Beach_Hopping_Tours-Seminyak_Kuta_District_Bali.html,5,0,"Don’t waste your precious vacation time in Bali at a subpar beach. Instead, relax on Nusa Dua, Gerger, and Padang Padang Beaches all in the same day on a private 8-hour tour. Personal transportation comfortably","2,611.78"
589,"Ubud, Bali unique spectacular roadbike cycling tours",/AttractionProductReview-g608496-d13553071-Ubud_Bali_unique_spectacular_roadbike_cycling_tours-Tabanan_Bali.html,5,0,"Discover the quiet village roads of Bali, and enjoy bike touring at its best. Explore Bali’s beautiful natural landmarks with a personal guide who takes care of all your needs. Visit hidden lakes, local villages,","2,716.26"
590,Bali Temples Tour with Rice Terraces,/AttractionProductReview-g608496-d13009408-Bali_Temples_Tour_with_Rice_Terraces-Tabanan_Bali.html,5,0,Explore Bali’s UNESCO-listed rice terraces and magnificent temples on a full-day private tour and benefit from the undivided attention of a private guide. Marvel at sacred temples such as Ulundanu Beratan and Tanah,888.01
591,Design Your Own Bali Tour,/AttractionProductReview-g1380108-d15689489-Design_Your_Own_Bali_Tour-Pecatu_Nusa_Dua_Peninsula_Bali.html,1,0,"- Explore the best things to do in Bali with a private 10-hour tour of your own design!- Choose up to six Bali attractions such as Tanah Lot, Tirta Empul, Uluwatu Temple, Batur Natural Hot Springs & more- Travel","1,358.13"
592,Bali Hotel Tjampuhan Spa All in One Program,/AttractionProductReview-g608496-d17330998-Bali_Hotel_Tjampuhan_Spa_All_in_One_Program-Tabanan_Bali.html,4.5,0,"Pamper yourself in Bali Hotel Tjampuhan Spa with its remarkable therapeutic water treatment. Located in Ubud area, Bali Hotel Tjampuhan Spa offers a calming relaxation at the utmost tranquility. Encounter the","1,305.89"
593,Ancient Temples and Jatiluwih Rice Terrace Private Tour,/AttractionProductReview-g469404-d11482353-Ancient_Temples_and_Jatiluwih_Rice_Terrace_Private_Tour-Seminyak_Kuta_District_Bal.html,5,0,Get to know the spirit of the Bali countryside during this 10-hour private tour. Get off the beaten path to travel through the jungle and the foothills of Mt Batukaru to reach the Batukaru Temple. Explore the,992.48
594,"Bali Adventure Tour: Hidden Canyon, Tegenungan Waterfall, Goa Gajah...",/AttractionProductReview-g608496-d15303721-Bali_Adventure_Tour_Hidden_Canyon_Tegenungan_Waterfall_Goa_Gajah_temple-Tabanan_Ba.html,5,0,"- A TripGuru Shared Experience: Bespoke - Solo Travel Friendly - Small Groups (Max 5)- Trek, swim and spelunk deep into the heart of the famous Beji Guwang Hidden Canyon- Experience paradise at Tegenungan Waterfall,","1,358.13"
595,Ubud Eco Culture Cycling Exploration,/AttractionProductReview-g608496-d13509144-Ubud_Eco_Culture_Cycling_Exploration-Tabanan_Bali.html,4.5,0,"Discover Ubud and its surroundings on a 3-hour bike tour that covers both the town and villages nearby. Get great photo ops as you pedal past the Ubud Monkey Forest, then continue through roads flanked by rice","1,044.71"
596,Exploring Beji Guwang hidden canyon,/AttractionProductReview-g608496-d16873344-Exploring_Beji_Guwang_hidden_canyon-Tabanan_Bali.html,5,0,"Hidden canyon Beji Guwang is a adventure place, something new in Bali, really natural and sacred places, Notes: because sometimes when rain sessions coming, Hidden canyon close, and we really know the water level is","1,932.72"
597,Ijen Crater Blue Fire Trekking (1 Day Tour),/AttractionProductReview-g297715-d15240927-Ijen_Crater_Blue_Fire_Trekking_1_Day_Tour-Surabaya_East_Java_Java.html,3.5,0,OverviewWitness the magic natural phenomenon of ijen's blue flame. Trekking tour of ijen volcano from Banyuwangi. Your guide will take you to ascend to the summit of the ijen volcano through the darkness. Along the,"2,273.82"
598,Fast Track Through Denpasar Airport Bali,/AttractionProductReview-g294226-d16749029-Fast_Track_Through_Denpasar_Airport_Bali-Bali.html,5,0,Bali Fast Track assists guest who demand for VIP VOA arrival needs! Our service will eliminate your having to queue up for your VOA (Visa on Arrival) and immigration clearance .After greeting the customer off the,"1,567.07"
599,Pandora Experience Escape Room,/AttractionProductReview-g469404-d14942759-Pandora_Experience_Escape_Room-Seminyak_Kuta_District_Bali.html,5,0,"Pandora Experience is the Ultimate Escape Game Adventure where players will enter each game room in a group up to 10 people. Throughout the thrilling journey they will encounter surprises, secret passages, hidden",992.48
600,Private Arrival Transfer: Bali Airport to Ubud Area,/AttractionProductReview-g608496-d11470439-Private_Arrival_Transfer_Bali_Airport_to_Ubud_Area-Tabanan_Bali.html,5,0,"Upon arrival at Denpasar International Airport, you will be welcomed by your attentive driver at the arrival gate with a sign board with your name on it.You will then be transported to your hotel or private",888.01
601,Bali Amazing Cooking Class,/AttractionProductReview-g608496-d15693500-Bali_Amazing_Cooking_Class-Tabanan_Bali.html,5,0,"One of the best ways to experience a place is through its cuisine. You’ll get the chance to learn about Balinese culture and tradition during this fun cooking class in a Balinese home. Balinese food is unique, and","1,305.89"
602,Private Departure Transfer: Hotel to Bali Airport,/AttractionProductReview-g294226-d17405491-Private_Departure_Transfer_Hotel_to_Bali_Airport-Bali.html,5,0,BaliCab Trans Hotel transfer to airport provide you a private vehicle and driver with english speaking driver.,626.83
603,Bali Private Car Charter With English Speaking Driver To Ubud Area,/AttractionProductReview-g469404-d16716963-Bali_Private_Car_Charter_With_English_Speaking_Driver_To_Ubud_Area-Seminyak_Kuta_D.html,5,0,Our company offer private car charter in Bali to Ubud area accompanied with English speaking driver. You can choose your own destination in Ubud area and we are pleased to take you there. The price is for the car,564.15
604,Uluwatu Sunset Half Day Tour - Free WiFi,/AttractionProductReview-g469404-d17684882-Uluwatu_Sunset_Half_Day_Tour_Free_WiFi-Seminyak_Kuta_District_Bali.html,5,0,"Experience a half day Uluwatu Temple and Kecak Fire sunset tour and tailored with amazing dinner at Jimbaran Bay, featured menu seafood or vegetarian options is available on half day tour. Ensure your comfortable",527.58
605,Nusa Penida One Day Tour All-inclusive,/AttractionProductReview-g12948593-d17646570-Nusa_Penida_One_Day_Tour_All_inclusive-Ped_Nusa_Penida_Bali.html,5,0,"Nusa Penida Day trip becomes one of the most favorite tour packages to enjoy Bali attractions. In this tour, you will visit some amazing Nusa Penida landmarks for several hours. Nusa Penida can only be reached by","3,395.32"
606,"Bali Water Temples Tour: Tanah Lot, Ulun Danu and Taman Ayun (with...",/AttractionProductReview-g608496-d12464168-Bali_Water_Temples_Tour_Tanah_Lot_Ulun_Danu_and_Taman_Ayun_with_Lunch-Tabanan_Bali.html,4.5,0,"Bali’s water temples are some of the island’s most photogenic—and most sacred. There’s no public transport option, so skip the self-drive strains and explore in style, with a private guide and vehicle direct from","2,261.28"
607,Nusa Lembongan Tour: The Most Famous Spots,/AttractionProductReview-g1380108-d15689842-Nusa_Lembongan_Tour_The_Most_Famous_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,Get ready to look like an All-star on social media as this private guided tour will take you to the most famous spots in Nusa Lembongan. All the beautiful photos that you see and dream about visiting will now become,"4,962.39"
608,Private Tour: Ubud and Tanah Lot Day Tour,/AttractionProductReview-g608496-d11475531-Private_Tour_Ubud_and_Tanah_Lot_Day_Tour-Tabanan_Bali.html,5,0,"The cultural hub of Ubud and the sacred temple of Tanah Lot are two of Bali’s most visited attractions. On this private tour, enjoy the undivided attention of a private guide and take your time exploring Ubud","1,828.25"
609,Bali Quad Bike ATV with Flying Fox,/AttractionProductReview-g469404-d15830545-Bali_Quad_Bike_ATV_with_Flying_Fox-Seminyak_Kuta_District_Bali.html,5,0,"Quad bike/ATV is really amazing adventure and very safe for everyone. this program combined Quad bike adventure with Flying fox adventure, so not only explored the beauty of nature by land also you can have a look","3,395.32"
610,Swim with Manta Rays in Nusa Lembongan From Bali,/AttractionProductReview-g469404-d17448788-Swim_with_Manta_Rays_in_Nusa_Lembongan_From_Bali-Seminyak_Kuta_District_Bali.html,4.5,0,"Share the crystal clear blue waters of Bali with manta rays and other exotic sea life on a full-day snorkel tour from Kuta. After transfer from your hotel, a speedboat takes your group to three unique snorkeling","5,171.33"
611,"Bali Water Temples Tour: Tanah Lot, Ulun Danu and Taman Ayun (with...",/AttractionProductReview-g608496-d12464168-Bali_Water_Temples_Tour_Tanah_Lot_Ulun_Danu_and_Taman_Ayun_with_Lunch-Tabanan_Bali.html,4.5,0,"Bali’s water temples are some of the island’s most photogenic—and most sacred. There’s no public transport option, so skip the self-drive strains and explore in style, with a private guide and vehicle direct from","2,261.28"
612,Nusa Lembongan Tour: The Most Famous Spots,/AttractionProductReview-g1380108-d15689842-Nusa_Lembongan_Tour_The_Most_Famous_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,Get ready to look like an All-star on social media as this private guided tour will take you to the most famous spots in Nusa Lembongan. All the beautiful photos that you see and dream about visiting will now become,"4,962.39"
613,Private Tour: Ubud and Tanah Lot Day Tour,/AttractionProductReview-g608496-d11475531-Private_Tour_Ubud_and_Tanah_Lot_Day_Tour-Tabanan_Bali.html,5,0,"The cultural hub of Ubud and the sacred temple of Tanah Lot are two of Bali’s most visited attractions. On this private tour, enjoy the undivided attention of a private guide and take your time exploring Ubud","1,828.25"
614,Bali Quad Bike ATV with Flying Fox,/AttractionProductReview-g469404-d15830545-Bali_Quad_Bike_ATV_with_Flying_Fox-Seminyak_Kuta_District_Bali.html,5,0,"Quad bike/ATV is really amazing adventure and very safe for everyone. this program combined Quad bike adventure with Flying fox adventure, so not only explored the beauty of nature by land also you can have a look","3,395.32"
615,Swim with Manta Rays in Nusa Lembongan From Bali,/AttractionProductReview-g469404-d17448788-Swim_with_Manta_Rays_in_Nusa_Lembongan_From_Bali-Seminyak_Kuta_District_Bali.html,4.5,0,"Share the crystal clear blue waters of Bali with manta rays and other exotic sea life on a full-day snorkel tour from Kuta. After transfer from your hotel, a speedboat takes your group to three unique snorkeling","5,171.33"
616,Ramayana Ballet at Prambanan Admission Ticket,/AttractionProductReview-g12872450-d14187906-Ramayana_Ballet_at_Prambanan_Admission_Ticket-Sleman_District_Yogyakarta_Region_.html,4.5,0,"Secure advance tickets to the Ramayana Ballet at Prambanan to see a vibrant Javanese interpretation of the Hindu epic; brought to life by hundreds of dancers, the ballet is performed with the remarkable backdrop of","1,201.42"
617,3-hour Small-Group Food Tasting Walking Tour of Denpasar,/AttractionProductReview-g469404-d12560424-3_hour_Small_Group_Food_Tasting_Walking_Tour_of_Denpasar-Seminyak_Kuta_District_Ba.html,5,0,"Discover the delights of Balinese cuisine on a small-group walking tour of Denpasar tailor-made for foodies. Explore the historic center of Denpasar, sample Indonesian coffee at a local café, savor sweet desserts,","1,736.84"
618,Bali Beach Hopping Tours,/AttractionProductReview-g469404-d15534780-Bali_Beach_Hopping_Tours-Seminyak_Kuta_District_Bali.html,5,0,"Don’t waste your precious vacation time in Bali at a subpar beach. Instead, relax on Nusa Dua, Gerger, and Padang Padang Beaches all in the same day on a private 8-hour tour. Personal transportation comfortably","2,611.78"
619,"Ubud, Bali unique spectacular roadbike cycling tours",/AttractionProductReview-g608496-d13553071-Ubud_Bali_unique_spectacular_roadbike_cycling_tours-Tabanan_Bali.html,5,0,"Discover the quiet village roads of Bali, and enjoy bike touring at its best. Explore Bali’s beautiful natural landmarks with a personal guide who takes care of all your needs. Visit hidden lakes, local villages,","2,716.26"
620,Bali Temples Tour with Rice Terraces,/AttractionProductReview-g608496-d13009408-Bali_Temples_Tour_with_Rice_Terraces-Tabanan_Bali.html,5,0,Explore Bali’s UNESCO-listed rice terraces and magnificent temples on a full-day private tour and benefit from the undivided attention of a private guide. Marvel at sacred temples such as Ulundanu Beratan and Tanah,888.01
621,Design Your Own Bali Tour,/AttractionProductReview-g1380108-d15689489-Design_Your_Own_Bali_Tour-Pecatu_Nusa_Dua_Peninsula_Bali.html,1,0,"- Explore the best things to do in Bali with a private 10-hour tour of your own design!- Choose up to six Bali attractions such as Tanah Lot, Tirta Empul, Uluwatu Temple, Batur Natural Hot Springs & more- Travel","1,358.13"
622,Bali Hotel Tjampuhan Spa All in One Program,/AttractionProductReview-g608496-d17330998-Bali_Hotel_Tjampuhan_Spa_All_in_One_Program-Tabanan_Bali.html,4.5,0,"Pamper yourself in Bali Hotel Tjampuhan Spa with its remarkable therapeutic water treatment. Located in Ubud area, Bali Hotel Tjampuhan Spa offers a calming relaxation at the utmost tranquility. Encounter the","1,305.89"
623,Ancient Temples and Jatiluwih Rice Terrace Private Tour,/AttractionProductReview-g469404-d11482353-Ancient_Temples_and_Jatiluwih_Rice_Terrace_Private_Tour-Seminyak_Kuta_District_Bal.html,5,0,Get to know the spirit of the Bali countryside during this 10-hour private tour. Get off the beaten path to travel through the jungle and the foothills of Mt Batukaru to reach the Batukaru Temple. Explore the,992.48
624,"Bali Adventure Tour: Hidden Canyon, Tegenungan Waterfall, Goa Gajah...",/AttractionProductReview-g608496-d15303721-Bali_Adventure_Tour_Hidden_Canyon_Tegenungan_Waterfall_Goa_Gajah_temple-Tabanan_Ba.html,5,0,"- A TripGuru Shared Experience: Bespoke - Solo Travel Friendly - Small Groups (Max 5)- Trek, swim and spelunk deep into the heart of the famous Beji Guwang Hidden Canyon- Experience paradise at Tegenungan Waterfall,","1,358.13"
625,Ubud Eco Culture Cycling Exploration,/AttractionProductReview-g608496-d13509144-Ubud_Eco_Culture_Cycling_Exploration-Tabanan_Bali.html,4.5,0,"Discover Ubud and its surroundings on a 3-hour bike tour that covers both the town and villages nearby. Get great photo ops as you pedal past the Ubud Monkey Forest, then continue through roads flanked by rice","1,044.71"
626,Exploring Beji Guwang hidden canyon,/AttractionProductReview-g608496-d16873344-Exploring_Beji_Guwang_hidden_canyon-Tabanan_Bali.html,5,0,"Hidden canyon Beji Guwang is a adventure place, something new in Bali, really natural and sacred places, Notes: because sometimes when rain sessions coming, Hidden canyon close, and we really know the water level is","1,932.72"
627,Ijen Crater Blue Fire Trekking (1 Day Tour),/AttractionProductReview-g297715-d15240927-Ijen_Crater_Blue_Fire_Trekking_1_Day_Tour-Surabaya_East_Java_Java.html,3.5,0,OverviewWitness the magic natural phenomenon of ijen's blue flame. Trekking tour of ijen volcano from Banyuwangi. Your guide will take you to ascend to the summit of the ijen volcano through the darkness. Along the,"2,273.82"
628,Fast Track Through Denpasar Airport Bali,/AttractionProductReview-g294226-d16749029-Fast_Track_Through_Denpasar_Airport_Bali-Bali.html,5,0,Bali Fast Track assists guest who demand for VIP VOA arrival needs! Our service will eliminate your having to queue up for your VOA (Visa on Arrival) and immigration clearance .After greeting the customer off the,"1,567.07"
629,Pandora Experience Escape Room,/AttractionProductReview-g469404-d14942759-Pandora_Experience_Escape_Room-Seminyak_Kuta_District_Bali.html,5,0,"Pandora Experience is the Ultimate Escape Game Adventure where players will enter each game room in a group up to 10 people. Throughout the thrilling journey they will encounter surprises, secret passages, hidden",992.48
630,Private Arrival Transfer: Bali Airport to Ubud Area,/AttractionProductReview-g608496-d11470439-Private_Arrival_Transfer_Bali_Airport_to_Ubud_Area-Tabanan_Bali.html,5,0,"Upon arrival at Denpasar International Airport, you will be welcomed by your attentive driver at the arrival gate with a sign board with your name on it.You will then be transported to your hotel or private",888.01
631,Bali Amazing Cooking Class,/AttractionProductReview-g608496-d15693500-Bali_Amazing_Cooking_Class-Tabanan_Bali.html,5,0,"One of the best ways to experience a place is through its cuisine. You’ll get the chance to learn about Balinese culture and tradition during this fun cooking class in a Balinese home. Balinese food is unique, and","1,305.89"
632,Private Departure Transfer: Hotel to Bali Airport,/AttractionProductReview-g294226-d17405491-Private_Departure_Transfer_Hotel_to_Bali_Airport-Bali.html,5,0,BaliCab Trans Hotel transfer to airport provide you a private vehicle and driver with english speaking driver.,626.83
633,Bali Private Car Charter With English Speaking Driver To Ubud Area,/AttractionProductReview-g469404-d16716963-Bali_Private_Car_Charter_With_English_Speaking_Driver_To_Ubud_Area-Seminyak_Kuta_D.html,5,0,Our company offer private car charter in Bali to Ubud area accompanied with English speaking driver. You can choose your own destination in Ubud area and we are pleased to take you there. The price is for the car,564.15
634,Uluwatu Sunset Half Day Tour - Free WiFi,/AttractionProductReview-g469404-d17684882-Uluwatu_Sunset_Half_Day_Tour_Free_WiFi-Seminyak_Kuta_District_Bali.html,5,0,"Experience a half day Uluwatu Temple and Kecak Fire sunset tour and tailored with amazing dinner at Jimbaran Bay, featured menu seafood or vegetarian options is available on half day tour. Ensure your comfortable",527.58
635,Nusa Penida One Day Tour All-inclusive,/AttractionProductReview-g12948593-d17646570-Nusa_Penida_One_Day_Tour_All_inclusive-Ped_Nusa_Penida_Bali.html,5,0,"Nusa Penida Day trip becomes one of the most favorite tour packages to enjoy Bali attractions. In this tour, you will visit some amazing Nusa Penida landmarks for several hours. Nusa Penida can only be reached by","3,395.32"
636,3 days Komodo island Tour hopping around,/AttractionProductReview-g15240293-d16654653-3_days_Komodo_island_Tour_hopping_around-Liang_Ndara_East_Nusa_Tenggara.html,1,0,"Recognized as one of the new 7 wonders of nature, Komodo National Park has gained the attention of citizens worldwide. As the gate of the most visited destination, Labuan Bajo in Flores Island, Indonesia, is about","13,842.46"
637,Scuba Diving in Nusa Penida - Manta Point,/AttractionProductReview-g469404-d13328575-Scuba_Diving_in_Nusa_Penida_Manta_Point-Seminyak_Kuta_District_Bali.html,5,0,"Planning a diving trip can be hard to do on your own. Take this scuba diving tour in Nusa Penida, and go with a guide on a boat to some of the best areas to dive and see ocean sunfish and manta rays near Bali. Along","8,984.54"
638,Nusa Penida Island Tour,/AttractionProductReview-g294226-d14054625-Nusa_Penida_Island_Tour-Bali.html,4.5,0,"Get access to the beautiful island of Nusa Penida when you book this private tour from Bali. Experience life like a local as you visit the village, then suntan on Broken Beach with stunning views of sea cliffs","4,596.74"
639,Full-Day Bali Island Tour Including Mt Batur the Sacred Monkey Forest...,/AttractionProductReview-g608496-d11456024-Full_Day_Bali_Island_Tour_Including_Mt_Batur_the_Sacred_Monkey_Forest_and_a_2_Hour.html,4.5,0,"Pressed for time? See so much more of the island on this private Bali tour, which includes a spa treatment, than you would arranging things independently. Visit Mount Batur, Ubud (including the Sacred Monkey","4,596.74"
640,Reef Cruise,/AttractionProductReview-g469404-d15597194-Reef_Cruise-Seminyak_Kuta_District_Bali.html,4.5,0,"Visit Nusa Lembongan Island, off the south-east coast of Bali, the easy way on this day cruise. The luxury catamaran moors at a pontoon off shore, and from there you can snorkel, enjoy unlimited banana boat rides,","6,163.81"
641,Bali Activity: Bali Water Sport Jumbo Packages,/AttractionProductReview-g469404-d17350977-Bali_Activity_Bali_Water_Sport_Jumbo_Packages-Seminyak_Kuta_District_Bali.html,2.5,0,"Bali Water Sport is one of the best activities that you can do on your holiday in Bali, we offer a lot of marine sport activities as below packages and bring you to unforgettable experience to enjoy fun activities","2,790.95"
642,Combo Canyoning Trip: Maya Dewa + Lower Shakti,/AttractionProductReview-g608496-d11458200-Combo_Canyoning_Trip_Maya_Dewa_Lower_Shakti-Tabanan_Bali.html,5,0,"Get your adrenaline pumping on this thrilling full-day canyoning adventure, visiting both the Maya Dewa and Lower Shakti canyons. After mastering the basics and clipping on your safety harness, spend around","13,058.92"
643,Private Tour: Full Day Lava Tour By Jeep In Merapi Volcano Including...,/AttractionProductReview-g12872450-d12942886-Private_Tour_Full_Day_Lava_Tour_By_Jeep_In_Merapi_Volcano_Including_Borobudur_Su.html,5,0,"Check off not one but two UNESCO World Heritage sites and an active volcano on this action-packed private door-to-door tour. Begin with sunrise at Borobudur, followed by the smaller nearby temples of Pawon and","6,341.41"
644,Downhill Bali Hidden Cycling Tour,/AttractionProductReview-g608496-d11467114-Downhill_Bali_Hidden_Cycling_Tour-Tabanan_Bali.html,4.5,0,"The soaring volcanic hills, palm-lined trails, and lush rice terraces of Bali make a spectacular backdrop for a cycling adventure. On this tour, ensure maximal views with minimal effort with a downhill bike route","2,089.43"
645,Private tour : East of Nusa Penida Day Tour All-inclusive,/AttractionProductReview-g469404-d17475836-Private_tour_East_of_Nusa_Penida_Day_Tour_All_inclusive-Seminyak_Kuta_District_Bal.html,5,0,"Nusa Penida is a place that will develop, it is not wrong to come to enjoy the beach atmosphere provided at Nusa Penida. this tour package will visit the eastern part of Nusa Penida. there are 4 tourist attractions","3,552.03"
646,Gili Island Snorkeling Day Trip,/AttractionProductReview-g297733-d11457788-Gili_Island_Snorkeling_Day_Trip-Lombok_West_Nusa_Tenggara.html,5,0,Visit the Gili Islands on a guided day trip from Lombok and see why this white-sand paradise is so highly recommended. You’ll stop at all three islets in the archipelago off Lombok’s northwest coast and have the,"3,917.68"
647,Horse Riding on Seminyak Beach Bali,/AttractionProductReview-g1219108-d17539372-Horse_Riding_on_Seminyak_Beach_Bali-Ungasan_Nusa_Dua_Peninsula_Bali.html,4,0,"• With minimum 2 persons booking, exclusive and the only one horse ride operator on Seminyak Beach Bali• All horses owned by Royal family of Badung Kingdom • One hour horse ride on the Seminyak beach area’s quieter","3,351.96"
648,Night Safari At Bali Safari And Marine Park With Private Transfer!,/AttractionProductReview-g1219108-d15153861-Night_Safari_At_Bali_Safari_And_Marine_Park_With_Private_Transfer-Ungasan_Nusa_Du.html,3,0,"Get closer to nature than you thought possible on an evening adventure to one of Bali’s foremost conservation facilities, Bali Safari & Marine Park. Travel among nocturnal animals in a caged tram and on a","5,536.98"
649,Private Balinese Cooking Class and Sightseeing Tour in Ubud,/AttractionProductReview-g469404-d15884319-Private_Balinese_Cooking_Class_and_Sightseeing_Tour_in_Ubud-Seminyak_Kuta_District.html,5,0,Experience Balinese culture and cuisine free from a large tour group on a private full-day adventure in Ubud. Air-conditioned transportation takes you to the bustling local market to collect ingredients for your,"2,089.43"
650,Mount Batur Sunrise Trekking with Hotel Transfer All-inclusive,/AttractionProductReview-g469404-d15563770-Mount_Batur_Sunrise_Trekking_with_Hotel_Transfer_All_inclusive-Seminyak_Kuta_Distr.html,5,0,"Many people are taking their time to tell you about the beauty of Bali beaches and sunsets. If you went to Bali before, it may bore you to death. Don’t worry, aside from beaches, you can enjoy Mount Batur sunrise","1,880.48"
651,Quad or Buggy Tour with Canyon Tubing Adventure in Bali,/AttractionProductReview-g608496-d11475494-Quad_or_Buggy_Tour_with_Canyon_Tubing_Adventure_in_Bali-Tabanan_Bali.html,5,0,"Sate your appetite for adventure on a full-day quad or buggy tour including canyon tubing from Ubud. Feel your adrenaline levels surge as you take control of a buggy or quad bike and travel through rice fields,","7,051.82"
652,Surabaya private tour,/AttractionProductReview-g297715-d15209711-Surabaya_private_tour-Surabaya_East_Java_Java.html,5,0,"Visit the charming town of Surabaya with this private day excursion. Your guide will pick you up from your hotel or cruise part and take you all around the town, stopping in traditional neighborhoods and other","3,134.14"
653,Bali Water Sports including Hotel Transfers,/AttractionProductReview-g469404-d11471636-Bali_Water_Sports_including_Hotel_Transfers-Seminyak_Kuta_District_Bali.html,4.5,0,"Get drenched in the crystal clear waters of the Pacific Ocean with a half-day watersports package in Tanjung Benoa. After convenient hotel pickup, you’ll travel to the gorgeous Tanjung Benoa Beach and partake in","2,037.19"
654,Private Bali Tour: Bedugul and Tanah Lot Tour,/AttractionProductReview-g469404-d13953351-Private_Bali_Tour_Bedugul_and_Tanah_Lot_Tour-Seminyak_Kuta_District_Bali.html,5,0,"The lush rice terraces and sacred water temples of northern Bali are protected as a UNESCO World Heritage site. On this tour, travel in the comfort of a private vehicle, as you visit the Taman Ayun and Ulun Danu","2,350.61"
655,24h trip to Kawah Ijen & local Javanese breakfast,/AttractionProductReview-g469404-d16873076-24h_trip_to_Kawah_Ijen_local_Javanese_breakfast-Seminyak_Kuta_District_Bali.html,4.5,0,"We will be organize an amazing trip from Bali to the active volcano of Kawah Ijen in East Java.Arriving at night, we will climb to the rim of the 2370 meter volcano, before descending down to the crater floor. This","6,268.28"
